Time,Ry,Ay,Vy,Y
0.462,1954.200073,18.93823637,-0.285725347,-0.373300576
0.463,1951.773194,18.90254697,-0.2668228,-0.373567399
0.464,1949.326416,18.86656494,-0.247956235,-0.373815355
0.465,1946.875183,18.8305174,-0.229125718,-0.374044481
0.466,1944.434265,18.79462154,-0.210331096,-0.374254812
0.467,1942.016724,18.75906947,-0.191572027,-0.374446384
0.468,1939.632081,18.72400119,-0.172848026,-0.374619232
0.469,1937.285828,18.68949747,-0.154158528,-0.374773391
0.47,1934.97815,18.65556103,-0.135502967,-0.374908893
0.471,1932.704529,18.62212543,-0.116880842,-0.375025774
0.472,1930.455567,18.58905246,-0.098291789,-0.375124066
0.473,1928.217774,18.55614374,-0.079735646,-0.375203802
0.474,1925.973327,18.52313716,-0.061212509,-0.375265014
0.475,1923.700805,18.48971772,-0.042722791,-0.375307737
0.476,1921.374573,18.45550843,-0.024267282,-0.375332004
0.477,1918.966004,18.42008829,-0.005847194,-0.375337852
0.478,1916.443725,18.38299596,0.012535802,-0.375325316
0.479,1913.776001,18.34376472,0.030879567,-0.375294436
0.48,1910.932861,18.30195384,0.04918152,-0.375245255
0.481,1907.887696,18.257172,0.067438692,-0.375177816
0.482,1904.618714,18.20909874,0.085647791,-0.375092168
0.483,1901.10791,18.15746926,0.10380526,-0.374988363
0.484,1897.339721,18.10205472,0.121907315,-0.374866456
0.485,1893.299927,18.04264599,0.139949961,-0.374726506
0.486,1888.973449,17.97902131,0.157928982,-0.374568577
0.487,1884.345459,17.91096263,0.175839945,-0.374392737
0.488,1879.403503,17.83828681,0.193678232,-0.374199058
0.489,1874.140198,17.76088526,0.211439117,-0.373987619
0.49,1868.55658,17.67877324,0.22911789,-0.373758501
0.491,1862.664551,17.59212575,0.246710016,-0.373511791
0.492,1856.486206,17.50126774,0.264211284,-0.37324758
0.493,1850.052429,17.40665337,0.281617937,-0.372965962
0.494,1843.398437,17.30880054,0.298926738,-0.372667035
0.495,1836.559388,17.20822629,0.316134964,-0.372350901
0.496,1829.56543,17.10537397,0.333240338,-0.37201766
0.497,1822.438354,17.00056403,0.350240902,-0.371667419
0.498,1815.190247,16.89397422,0.367134876,-0.371300284
0.499,1807.824219,16.78565028,0.383920527,-0.370916364
0.5,1800.336426,16.67553568,0.400596062,-0.370515768
0.501,1792.720825,16.56354154,0.417159604,-0.370098608
0.502,1784.97229,16.4495925,0.433609196,-0.369664999
0.503,1777.089478,16.33366879,0.449942865,-0.369215056
0.504,1769.075928,16.21582247,0.466158688,-0.368748897
0.505,1760.938721,16.09615766,0.482254845,-0.368266643
0.506,1752.686279,15.97479822,0.498229643,-0.367768413
0.507,1744.324524,15.85183124,0.514081475,-0.367254332
0.508,1735.854981,15.72727913,0.529808754,-0.366724523
0.509,1727.27301,15.60107368,0.545409827,-0.366179113
0.51,1718.569458,15.47308026,0.560882908,-0.36561823
0.511,1709.733276,15.34313641,0.576226044,-0.365042004
0.512,1700.755371,15.2111084,0.591437153,-0.364450567
0.513,1691.632996,15.07695582,0.606514108,-0.363844053
0.514,1682.371704,14.94076035,0.621454869,-0.363222598
0.515,1672.985779,14.80273204,0.636257601,-0.36258634
0.516,1663.497009,14.66319131,0.650920792,-0.361935419
0.517,1653.930664,14.52250976,0.665443302,-0.361269976
0.518,1644.311584,14.38105271,0.679824355,-0.360590152
0.519,1634.660766,14.23912891,0.694063483,-0.359896088
0.52,1624.993286,14.09696009,0.708160444,-0.359187928
0.521,1615.317017,13.95466201,0.722115106,-0.358465813
0.522,1605.634277,13.81226878,0.735927374,-0.357729885
0.523,1595.942871,13.6697481,0.749597122,-0.356980288
0.524,1586.238526,13.52703715,0.76312416,-0.356217164
0.525,1576.516175,13.3840614,0.776508221,-0.355440656
0.526,1566.771057,13.24075084,0.789748972,-0.354650907
0.527,1556.998841,13.09704178,0.802846014,-0.353848061
0.528,1547.196289,12.9528866,0.8157989,-0.353032262
0.529,1537.360901,12.80824854,0.828607149,-0.352203655
0.53,1527.492432,12.663124,0.841270273,-0.351362385
0.531,1517.593689,12.51755425,0.853787827,-0.350508597
0.532,1507.671448,12.37163894,0.866159466,-0.349642437
0.533,1497.736939,12.22554322,0.878385009,-0.348764052
0.534,1487.806213,12.07950313,0.890464512,-0.347873588
0.535,1477.898316,11.93379876,0.902398311,-0.346971189
0.536,1468.033936,11.78873435,0.914187045,-0.346057002
0.537,1458.233704,11.64461329,0.925831659,-0.345131171
0.538,1448.517578,11.50172909,0.937333388,-0.344193837
0.539,1438.903137,11.36034025,0.948693728,-0.343245144
0.54,1429.407166,11.22069362,0.959914422,-0.342285229
0.541,1420.045655,11.08302434,0.970997446,-0.341314232
0.542,1410.834961,10.94757296,0.981945019,-0.340332287
0.543,1401.791016,10.81457376,0.992759593,-0.339339527
0.544,1392.929321,10.68425472,1.003443847,-0.338336083
0.545,1384.261719,10.55678999,1.014000637,-0.337322083
0.546,1375.7948,10.43227647,1.024432914,-0.33629765
0.547,1367.528748,10.31071688,1.034743631,-0.335262906
0.548,1359.458557,10.1920376,1.044935668,-0.33421797
0.549,1351.576355,10.07612287,1.055011791,-0.333162959
0.55,1343.876709,9.962892779,1.064974684,-0.332097984
0.551,1336.360352,9.852358118,1.074827042,-0.331023157
0.552,1329.037293,9.744666074,1.084571708,-0.329938585
0.553,1321.92627,9.640092206,1.0942118,-0.328844373
0.554,1315.052246,9.539003618,1.103750804,-0.327740623
0.555,1308.441895,9.441792574,1.113192597,-0.32662743
0.556,1302.118774,9.3488055,1.122541402,-0.325504889
0.557,1296.100037,9.260294662,1.131801697,-0.324373087
0.558,1290.395081,9.17639825,1.140978095,-0.323232109
0.559,1285.006409,9.097153074,1.150075248,-0.322082034
0.56,1279.931336,9.022519647,1.159097768,-0.320922936
0.561,1275.163696,8.952407294,1.168050175,-0.319754886
0.562,1270.696167,8.886708338,1.176936883,-0.318577949
0.563,1266.519592,8.825288118,1.185762172,-0.317392187
0.564,1262.623535,8.767993162,1.194530165,-0.316197656
0.565,1258.99591,8.714645735,1.20324481,-0.314994412
0.566,1255.62268,8.665039412,1.21190985,-0.313782502
0.567,1252.489441,8.618962368,1.220528812,-0.312561973
0.568,1249.582703,8.576216221,1.229105028,-0.311332868
0.569,1246.891846,8.536644794,1.237641673,-0.310095226
0.57,1244.41095,8.500161029,1.246141834,-0.308849084
0.571,1242.138794,8.466746971,1.254608581,-0.307594476
0.572,1240.078064,8.436442118,1.263045023,-0.306331431
0.573,1238.23407,8.409324559,1.271454348,-0.305059976
0.574,1236.611817,8.385467897,1.279839816,-0.303780137
0.575,1235.214661,8.364921485,1.288204737,-0.302491932
0.576,1234.043213,8.347694309,1.296552432,-0.301195379
0.577,1233.095581,8.333758544,1.30488619,-0.299890493
0.578,1232.368652,8.323068412,1.313209259,-0.298577284
0.579,1231.859131,8.315575456,1.321524834,-0.297255759
0.58,1231.564942,8.311249147,1.329836083,-0.295925923
0.581,1231.485778,8.310084971,1.338146168,-0.294587777
0.582,1231.622803,8.312100044,1.346458268,-0.293241319
0.583,1231.97937,8.317343676,1.354775612,-0.291886543
0.584,1232.55957,8.325876029,1.363101488,-0.290523442
0.585,1233.368835,8.337776985,1.371439265,-0.289152002
0.586,1234.412597,8.353126426,1.379792391,-0.28777221
0.587,1235.695069,8.371986309,1.388164378,-0.286384046
0.588,1237.2193,8.394401471,1.396558779,-0.284987487
0.589,1238.985046,8.420368324,1.404979147,-0.283582508
0.59,1240.990052,8.449853706,1.413429001,-0.282169079
0.591,1243.229737,8.48279025,1.421911791,-0.280747167
0.592,1245.69934,8.519107941,1.430430899,-0.279316736
0.593,1248.394897,8.558748485,1.438989648,-0.277877746
0.594,1251.314819,8.601688515,1.447591336,-0.276430155
0.595,1254.458801,8.647923544,1.45623926,-0.274973916
0.596,1257.828308,8.697475118,1.464936735,-0.273508979
0.597,1261.423584,8.750346824,1.473687082,-0.272035292
0.598,1265.243469,8.806521603,1.482493603,-0.270552798
0.599,1269.283875,8.865939338,1.491359543,-0.269061439
0.6,1273.537658,8.928494971,1.500288038,-0.267561151
0.601,1277.995483,8.994051221,1.509282089,-0.266051869
0.602,1282.646729,9.062451897,1.518344541,-0.264533524
0.603,1287.480347,9.133534515,1.527478075,-0.263006046
0.604,1292.485291,9.207136632,1.536685212,-0.261469361
0.605,1297.65033,9.283093088,1.545968305,-0.259923392
0.606,1302.963806,9.361232441,1.555329537,-0.258368063
0.607,1308.412964,9.441367118,1.564770905,-0.256803292
0.608,1313.984375,9.523299632,1.574294204,-0.255228998
0.609,1319.664063,9.606824456,1.583901029,-0.253645097
0.61,1325.438477,9.691742309,1.593592771,-0.252051504
0.611,1331.295593,9.777876368,1.603370647,-0.250448133
0.612,1337.225281,9.865077662,1.613235725,-0.248834898
0.613,1343.219849,9.953233074,1.623188958,-0.247211709
0.614,1349.273682,10.04226003,1.633231218,-0.245578477
0.615,1355.381592,10.13208224,1.6433633,-0.243935114
0.616,1361.53894,10.22263147,1.653585932,-0.242281528
0.617,1367.739136,10.31381082,1.663899743,-0.240617628
0.618,1373.973144,10.40548741,1.67430523,-0.238943323
0.619,1380.229859,10.49749793,1.684802728,-0.237258521
0.62,1386.496826,10.58965921,1.695392387,-0.235563128
0.621,1392.762085,10.68179537,1.706074183,-0.233857054
0.622,1399.016296,10.77376906,1.716847952,-0.232140206
0.623,1405.2547,10.86551029,1.727713462,-0.230412493
0.624,1411.476807,10.95701187,1.738670474,-0.228673822
0.625,1417.685303,11.04831328,1.749718787,-0.226924103
0.626,1423.884338,11.13947556,1.760858263,-0.225163245
0.627,1430.075927,11.23052834,1.772088791,-0.223391156
0.628,1436.258179,11.32144381,1.783410235,-0.221607746
0.629,1442.423889,11.41211601,1.794822351,-0.219812924
0.63,1448.561097,11.50236907,1.80632472,-0.218006599
0.631,1454.655152,11.59198753,1.817916707,-0.216188682
0.632,1460.691712,11.68076047,1.829597468,-0.214359085
0.633,1466.660034,11.76852991,1.841365998,-0.212517719
0.634,1472.555053,11.85522137,1.853221219,-0.210664498
0.635,1478.378662,11.94086268,1.865162082,-0.208799335
0.636,1484.13855,12.02556691,1.877187649,-0.206922148
0.637,1489.845459,12.10949204,1.889297141,-0.205032851
0.638,1495.51001,12.19279426,1.901489935,-0.203131361
0.639,1501.139526,12.27558126,1.913765516,-0.201217595
0.64,1506.735412,12.35787371,1.92612339,-0.199291472
0.641,1512.292603,12.4395971,1.938562987,-0.197352909
0.642,1517.800965,12.52060243,1.95108359,-0.195401825
0.643,1523.247253,12.6006949,1.963684284,-0.193438141
0.644,1528.618103,12.67967799,1.976363962,-0.191461777
0.645,1533.903198,12.75739997,1.989121362,-0.189472656
0.646,1539.096069,12.83376572,2.001955128,-0.187470701
0.647,1544.194946,12.90874921,2.014863877,-0.185455837
0.648,1549.202088,12.98238365,2.027846261,-0.18342799
0.649,1554.122254,13.05473903,2.040901,-0.181387089
0.65,1558.960755,13.12589346,2.054026893,-0.179333062
0.651,1563.723022,13.19592679,2.06722282,-0.17726584
0.652,1568.413391,13.26490281,2.080487723,-0.175185352
0.653,1573.034668,13.33286276,2.093820586,-0.173091531
0.654,1577.588684,13.39983359,2.107220419,-0.170984311
0.655,1582.075683,13.46581887,2.120686238,-0.168863625
0.656,1586.494995,13.53080875,2.134217047,-0.166729408
0.657,1590.845337,13.59478437,2.147811831,-0.164581596
0.658,1595.125122,13.65772238,2.161469554,-0.162420126
0.659,1599.332763,13.71959946,2.175189153,-0.160244937
0.66,1603.466858,13.78039497,2.188969548,-0.158055968
0.661,1607.525818,13.84008556,2.202809634,-0.155853158
0.662,1611.507507,13.89863981,2.216708274,-0.15363645
0.663,1615.408936,13.95601376,2.230664287,-0.151405785
0.664,1619.226562,14.01215532,2.244676443,-0.149161109
0.665,1622.955933,14.06699901,2.258743442,-0.146902365
0.666,1626.592774,14.12048197,2.272863924,-0.144629502
0.667,1630.13269,14.17253956,2.287036463,-0.142342465
0.668,1633.570618,14.22309732,2.301259561,-0.140041206
0.669,1636.900757,14.27206996,2.31553163,-0.137725674
0.67,1640.115417,14.31934437,2.329850975,-0.135395823
0.671,1643.205017,14.36477966,2.344215754,-0.133051607
0.672,1646.158081,14.40820707,2.358623962,-0.130692983
0.673,1648.962585,14.44944978,2.373073411,-0.12831991
0.674,1651.606812,14.48833547,2.387561747,-0.125932348
0.675,1654.08081,14.52471779,2.402086465,-0.123530262
0.676,1656.377503,14.55849269,2.416644957,-0.121113617
0.677,1658.492431,14.58959457,2.431234552,-0.118682382
0.678,1660.42389,14.61799838,2.44585255,-0.11623653
0.679,1662.172668,14.64371571,2.460496266,-0.113776033
0.68,1663.741517,14.66678701,2.475163053,-0.11130087
0.681,1665.134522,14.68727238,2.489850325,-0.10881102
0.682,1666.356323,14.70524004,2.504555565,-0.106306464
0.683,1667.411316,14.72075465,2.51927632,-0.103787188
0.684,1668.301636,14.73384759,2.534010168,-0.101253178
0.685,1669.025452,14.74449194,2.54875466,-0.098704423
0.686,1669.574341,14.75256384,2.563507223,-0.096140916
0.687,1669.932984,14.757838,2.578265061,-0.093562651
0.688,1670.078552,14.75997871,2.59302504,-0.090969626
0.689,1669.981995,14.75855875,2.607783599,-0.088361842
0.69,1669.610962,14.75310238,2.622536701,-0.085739306
0.691,1668.93219,14.74312044,2.637279822,-0.083102026
0.692,1667.9151,14.72816324,2.652007985,-0.080450018
0.693,1666.532715,14.70783404,2.666715819,-0.077783302
0.694,1664.762329,14.68179896,2.681397618,-0.075101904
0.695,1662.583801,14.64976178,2.69604738,-0.072405857
0.696,1659.977417,14.6114326,2.710658812,-0.069695198
0.697,1656.921448,14.56649188,2.725225304,-0.066969973
0.698,1653.389893,14.51455725,2.739739861,-0.064230233
0.699,1649.35321,14.45519426,2.754195056,-0.061476038
0.7,1644.779968,14.38794071,2.768582996,-0.058707455
0.701,1639.640258,14.31235674,2.782895353,-0.05592456
0.702,1633.908387,14.22806451,2.797123418,-0.053127436
0.703,1627.564575,14.13477316,2.811258191,-0.050316178
0.704,1620.594849,14.03227719,2.825290468,-0.047490887
0.705,1612.987427,13.92040334,2.839210871,-0.044651677
0.706,1604.72937,13.79896132,2.853009833,-0.041798667
0.707,1595.801941,13.6676756,2.866677508,-0.038931989
0.708,1586.179443,13.52616828,2.880203677,-0.036051786
0.709,1575.828796,13.37395288,2.893577629,-0.033158208
0.71,1564.711914,13.21046932,2.906788099,-0.03025142
0.711,1552.788208,13.03512071,2.919823219,-0.027331597
0.712,1540.017029,12.84730925,2.932670529,-0.024398926
0.713,1526.359558,12.64646409,2.945316993,-0.021453609
0.714,1511.78003,12.43205926,2.957749052,-0.01849586
0.715,1496.246033,12.20361813,2.96995267,-0.015525907
0.716,1479.729554,11.96072874,2.981913399,-0.012543994
0.717,1462.208069,11.70305984,2.993616459,-0.009550378
0.718,1443.665039,11.43036822,3.005046827,-0.006545331
0.719,1424.09082,11.14251206,3.016189339,-0.003529141
0.72,1403.481934,10.83944021,3.027028779,-0.000502113
0.721,1381.839905,10.52117507,3.037549954,0.002535437
0.722,1359.167663,10.18775975,3.047737714,0.005583175
0.723,1335.46521,9.839194265,3.057576908,0.008640752
0.724,1310.724121,9.475354721,3.067052263,0.011707804
0.725,1284.921692,9.095907235,3.07614817,0.014783952
0.726,1258.016053,8.700236074,3.084848406,0.017868801
0.727,1229.943542,8.287405029,3.093135811,0.020961937
0.728,1200.619202,7.856164735,3.100991976,0.024062929
0.729,1169.941467,7.405021574,3.108396998,0.027171326
0.73,1137.800354,6.932358147,3.115329356,0.030286655
0.731,1104.087829,6.436585721,3.121765942,0.033408421
0.732,1068.709594,5.916317559,3.127682259,0.036536103
0.733,1031.596191,5.370532221,3.133052791,0.039669156
0.734,992.7117,4.798701471,3.137851493,0.042807007
0.735,952.061524,4.200904765,3.142052398,0.04594906
0.736,909.698304,3.577916235,3.145630314,0.04909469
0.737,865.727875,2.931292279,3.148561606,0.052243252
0.738,820.31485,2.263453676,3.15082506,0.055394077
0.739,773.687561,1.57775825,3.152402818,0.05854648
0.74,726.139832,0.878526941,3.153281345,0.061699761
0.741,678.027832,0.170997529,3.153452343,0.064853213
0.742,629.758026,-0.538852559,3.15291349,0.068006127
0.743,581.765258,-1.244628559,3.151668861,0.071157796
0.744,534.482224,-1.939967294,3.149728894,0.074307525
0.745,488.304413,-2.61905275,3.147109841,0.077454634
0.746,443.557526,-3.277095206,3.143832746,0.080598467
0.747,400.475998,-3.910647088,3.139922099,0.083738389
0.748,359.199173,-4.517659221,3.13540444,0.086873794
0.749,319.787369,-5.097244574,3.130307195,0.090004101
0.75,282.255509,-5.649183691,3.124658012,0.093128759
0.751,246.615661,-6.173299103,3.118484712,0.096247244
0.752,212.916816,-6.668870353,3.111815842,0.099359059
0.753,181.271385,-7.134244338,3.104681598,0.102463741
0.754,151.859787,-7.566767838,3.09711483,0.105560856
0.755,124.911148,-7.963071353,3.089151759,0.108650008
0.756,100.665008,-8.319632235,3.080832126,0.11173084
0.757,79.323211,-8.633482191,3.072198644,0.114803038
0.758,61.004395,-8.902876544,3.063295768,0.117866334
0.759,45.712418,-9.127758559,3.054168009,0.120920502
0.76,33.324967,-9.309926956,3.044858082,0.12396536
0.761,23.604217,-9.452879162,3.035405203,0.127000765
0.762,16.224686,-9.561401676,3.025843801,0.130026609
0.763,10.810775,-9.641018015,3.016202783,0.133042812
0.764,6.975937,-9.697412691,3.006505371,0.136049317
0.765,4.355164,-9.735953471,2.996769417,0.139046087
0.766,2.628342,-9.761347912,2.987008069,0.142033095
0.767,1.532135,-9.777468603,2.977230601,0.145010326
0.768,0.862046,-9.787322853,2.967443278,0.147977769
0.769,0.467835,-9.793120074,2.957650158,0.150935419
0.77,0,-9.8,2.947850158,0.153883269
